Nombre Producto;Sub Categoría Producto;Categoría Producto;Color;Fecha;Cantidad;Precio;Nombre Cliente;Genero;Ingreso Anual;Estado Civil;Rango Edad;Tipo Tienda;Nombre Tienda;País
MGS Hand Games for 12-16 boys E600 Dorado;Juegos en caja;Juegos y juguetes;Dorado;27/02/2018;1;250;Wright, Julia;Femenino;40000;Soltero;Entre 41 y 50 años;Tienda;Tienda Río de Janeiro;Brasil
MGS Hand Games for 12-16 boys E600 Dorado;Juegos en caja;Juegos y juguetes;Dorado;27/02/2018;4;250;Parker, Devin;Masculino;40000;Soltero;Entre 51 y 60 años;Tienda;Tienda Río de Janeiro;Brasil
Adventure Works Wall Lamp E2150 Negro;Lámparas;Electrodomésticos;Negro;27/02/2018;1;119,99;Coleman, Miguel;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Contoso Touch Stylus Pen E150 Negro;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Negro;27/02/2018;1;250;Washington, Alexia;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
SV Videos de Auto TFT6.2W E6282 Dorado;Videos de Auto;TV y Video;Dorado;27/02/2018;1;269;Brown, Justin;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
WWI Wall Lamp E215 Blanco;Lámparas;Electrodomésticos;Blanco;27/02/2018;1;119,99;Campbell, Timothy;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
WWI Desktop PC1.80 E1800 Blanco;Desktops;Computadoras;Blanco;27/02/2018;1;229,9;Roberts, Rebecca;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Contoso Bright Light battery E20 Negro;Accesorios de Computadoras;Computadoras;Negro;27/02/2018;1;26,9;White, Christopher;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Contoso Rubberized Skin NegroBerry E100 Blanco;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Blanco;27/02/2018;1;14,99;Peterson, Xavier;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
WWI CRT17 E106 Negro;MAC;Computadoras;Negro;27/02/2018;1;99;King, Caleb;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Los Angeles;Estados Unidos
SV Wireless LAN PCI Network Card Adapter E901 Negro;Accesorios de Computadoras;Computadoras;Negro;27/02/2018;1;99;Morris, Mackenzie;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Los Angeles;Estados Unidos
Contoso Teléfono Tough Skin Case E140 Dorado;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Dorado;26/02/2018;4;23,72;Roberts, Julia;Femenino;80000;Casado;Entre 51 y 60 años;Tienda;Tienda Fortaleza;Brasil
SV 8xDVD E100 Dorado;VCD & DVD;TV y Video;Dorado;26/02/2018;51;69;Edwards, Eric;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Contoso Multimedia Speakers M25 Negro;Accesorios de Computadoras;Computadoras;Negro;26/02/2018;1;129;Howard, Brooke;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Contoso Telephoto Conversion Lens M350 Azul;Accesorios Cámaras y Videocámaras;Cámaras y videocámaras;Azul;26/02/2018;1;95;Peterson, Christina;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Adventure Works Wall Lamp E2150 Negro;Lámparas;Electrodomésticos;Negro;26/02/2018;1;119,99;Coleman, Miguel;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Contoso Touch Stylus Pen E150 Negro;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Negro;26/02/2018;1;250;Washington, Alexia;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
SV Videos de Auto TFT6.2W E6282 Dorado;Videos de Auto;TV y Video;Dorado;26/02/2018;1;269;Brown, Justin;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
WWI Wall Lamp E215 Blanco;Lámparas;Electrodomésticos;Blanco;26/02/2018;1;119,99;Campbell, Timothy;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
WWI Desktop PC1.80 E1800 Blanco;Desktops;Computadoras;Blanco;26/02/2018;1;229,9;Roberts, Rebecca;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Contoso Bright Light battery E20 Negro;Accesorios de Computadoras;Computadoras;Negro;26/02/2018;1;26,9;White, Christopher;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Contoso Rubberized Skin NegroBerry E100 Blanco;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Blanco;26/02/2018;3;14,99;Peterson, Xavier;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Audífono Adapter for Contoso Teléfono E130 Negro;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Negro;26/02/2018;1;250;Taylor, Joshua;Masculino;60000;Soltero;Entre 41 y 50 años;Tienda;Tienda Dallas;Estados Unidos
SV Wireless LAN PCI Network Card Adapter E901 Negro;Accesorios de Computadoras;Computadoras;Negro;26/02/2018;1;99;Morris, Mackenzie;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Los Angeles;Estados Unidos
Contoso Teléfono Tough Skin Case E140 Dorado;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Dorado;25/02/2018;4;23,72;Roberts, Julia;Femenino;80000;Casado;Entre 51 y 60 años;Tienda;Tienda Fortaleza;Brasil
SV 8xDVD E100 Dorado;VCD & DVD;TV y Video;Dorado;25/02/2018;4;69;Edwards, Eric;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Contoso Multimedia Speakers M25 Negro;Accesorios de Computadoras;Computadoras;Negro;25/02/2018;1;129;Howard, Brooke;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Adventure Works Wall Lamp E2150 Negro;Lámparas;Electrodomésticos;Negro;25/02/2018;1;119,99;Coleman, Miguel;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Litware Microwave 0.8CuFt E080 Rojo;Microondas;Electrodomésticos;Rojo;25/02/2018;52;94,99;Yang, Aaron;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Contoso Touch Stylus Pen E150 Negro;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Negro;25/02/2018;1;250;Washington, Alexia;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
SV Videos de Auto TFT6.2W E6282 Dorado;Videos de Auto;TV y Video;Dorado;25/02/2018;1;269;Brown, Justin;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
WWI Wall Lamp E215 Blanco;Lámparas;Electrodomésticos;Blanco;25/02/2018;1;119,99;Campbell, Timothy;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
Proseware Wall Lamp E0215 Gris Plata;Lámparas;Electrodomésticos;Gris Plata;25/02/2018;51;119,99;Patterson, Eric;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
WWI Desktop PC1.80 E1800 Blanco;Desktops;Computadoras;Blanco;25/02/2018;1;229,9;Roberts, Rebecca;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Contoso Bright Light battery E20 Negro;Accesorios de Computadoras;Computadoras;Negro;25/02/2018;1;26,9;White, Christopher;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Contoso Rubberized Skin NegroBerry E100 Blanco;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Blanco;25/02/2018;2;14,99;Peterson, Xavier;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Audífono Adapter for Contoso Teléfono E130 Negro;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Negro;25/02/2018;1;250;Taylor, Joshua;Masculino;60000;Soltero;Entre 41 y 50 años;Tienda;Tienda Dallas;Estados Unidos
SV Wireless LAN PCI Network Card Adapter E901 Negro;Accesorios de Computadoras;Computadoras;Negro;25/02/2018;1;99;Morris, Mackenzie;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Los Angeles;Estados Unidos
Contoso Teléfono Tough Skin Case E140 Dorado;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Dorado;24/02/2018;3;23,72;Roberts, Julia;Femenino;80000;Casado;Entre 51 y 60 años;Tienda;Tienda Fortaleza;Brasil
SV 8xDVD E100 Dorado;VCD & DVD;TV y Video;Dorado;24/02/2018;3;69;Edwards, Eric;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Contoso Multimedia Speakers M25 Negro;Accesorios de Computadoras;Computadoras;Negro;24/02/2018;1;129;Howard, Brooke;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Adventure Works Wall Lamp E2150 Negro;Lámparas;Electrodomésticos;Negro;24/02/2018;1;119,99;Coleman, Miguel;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Litware Microwave 0.8CuFt E080 Rojo;Microondas;Electrodomésticos;Rojo;24/02/2018;4;94,99;Yang, Aaron;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Contoso Touch Stylus Pen E150 Negro;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Negro;24/02/2018;1;250;Washington, Alexia;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
WWI Wall Lamp E215 Blanco;Lámparas;Electrodomésticos;Blanco;24/02/2018;1;119,99;Campbell, Timothy;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
Proseware Wall Lamp E0215 Gris Plata;Lámparas;Electrodomésticos;Gris Plata;24/02/2018;3;119,99;Patterson, Eric;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Contoso Bright Light battery E20 Negro;Accesorios de Computadoras;Computadoras;Negro;24/02/2018;1;26,9;White, Christopher;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Contoso Rubberized Skin NegroBerry E100 Blanco;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Blanco;24/02/2018;1;14,99;Peterson, Xavier;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
NT Wireless Azultooth Stereo Audífonos E102 Blanco;Audífonos Azultooth;Audio;Blanco;24/02/2018;4;47,95;Howard, Brianna;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Los Angeles;Estados Unidos
SV Wireless LAN PCI Network Card Adapter E901 Negro;Accesorios de Computadoras;Computadoras;Negro;24/02/2018;1;99;Morris, Mackenzie;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Los Angeles;Estados Unidos
Contoso Teléfono Tough Skin Case E140 Dorado;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Dorado;23/02/2018;3;23,72;Roberts, Julia;Femenino;80000;Casado;Entre 51 y 60 años;Tienda;Tienda Fortaleza;Brasil
SV 8xDVD E100 Dorado;VCD & DVD;TV y Video;Dorado;23/02/2018;1;69;Edwards, Eric;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Contoso Multimedia Speakers M25 Negro;Accesorios de Computadoras;Computadoras;Negro;23/02/2018;1;129;Howard, Brooke;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Litware Sistema Home Theater 7.1 Channel X711 Marrón;Sistema Home Theater;TV y Video;Marrón;23/02/2018;1;856;Brown, Samantha;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Adventure Works Wall Lamp E2150 Negro;Lámparas;Electrodomésticos;Negro;23/02/2018;1;119,99;Coleman, Miguel;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Litware Microwave 0.8CuFt E080 Rojo;Microondas;Electrodomésticos;Rojo;23/02/2018;1;94,99;Yang, Aaron;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
WWI Wall Lamp E215 Blanco;Lámparas;Electrodomésticos;Blanco;23/02/2018;1;119,99;Campbell, Timothy;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
"Fabrikam SLR Camera 35"" M358 Dorado Gris Plata";Cámaras digitales SLR;Cámaras y videocámaras;Dorado Gris Plata;23/02/2018;51;328;Moore, Fernando;Masculino;60000;Casado;Entre 41 y 50 años;Tienda;Tienda Florida;Estados Unidos
Proseware Wall Lamp E0215 Gris Plata;Lámparas;Electrodomésticos;Gris Plata;23/02/2018;1;119,99;Patterson, Eric;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Contoso Bright Light battery E20 Negro;Accesorios de Computadoras;Computadoras;Negro;23/02/2018;1;26,9;White, Christopher;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Contoso Rubberized Skin NegroBerry E100 Blanco;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Blanco;23/02/2018;1;14,99;Peterson, Xavier;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
NT Wireless Azultooth Stereo Audífonos E102 Blanco;Audífonos Azultooth;Audio;Blanco;23/02/2018;2;47,95;Howard, Brianna;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Los Angeles;Estados Unidos
SV Wireless LAN PCI Network Card Adapter E901 Negro;Accesorios de Computadoras;Computadoras;Negro;23/02/2018;1;99;Morris, Mackenzie;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Los Angeles;Estados Unidos
Contoso Teléfono Tough Skin Case E140 Dorado;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Dorado;22/02/2018;1;23,72;Roberts, Julia;Femenino;80000;Casado;Entre 51 y 60 años;Tienda;Tienda Fortaleza;Brasil
SV 8xDVD E100 Dorado;VCD & DVD;TV y Video;Dorado;22/02/2018;1;69;Edwards, Eric;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Contoso Multimedia Speakers M25 Negro;Accesorios de Computadoras;Computadoras;Negro;22/02/2018;1;129;Howard, Brooke;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Litware Sistema Home Theater 4.1 Channel M411 Negro;Sistema Home Theater;TV y Video;Negro;22/02/2018;1;850;Brown, Samantha;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Litware Sistema Home Theater 2.1 Channel E212 Marrón;Sistema Home Theater;TV y Video;Marrón;22/02/2018;1;850;Brown, Samantha;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Litware Microwave 0.8CuFt E080 Rojo;Microondas;Electrodomésticos;Rojo;22/02/2018;1;94,99;Yang, Aaron;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
WWI Wall Lamp E215 Blanco;Lámparas;Electrodomésticos;Blanco;22/02/2018;1;119,99;Campbell, Timothy;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
Contoso Bright Light battery E20 Negro;Accesorios de Computadoras;Computadoras;Negro;22/02/2018;1;26,9;White, Christopher;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Contoso Rubberized Skin NegroBerry E100 Blanco;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Blanco;22/02/2018;1;14,99;Peterson, Xavier;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
NT Wireless Azultooth Stereo Audífonos E102 Blanco;Audífonos Azultooth;Audio;Blanco;22/02/2018;1;47,95;Howard, Brianna;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Los Angeles;Estados Unidos
Contoso Teléfono Tough Skin Case E140 Dorado;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Dorado;21/02/2018;1;23,72;Roberts, Julia;Femenino;80000;Casado;Entre 51 y 60 años;Tienda;Tienda Fortaleza;Brasil
Contoso 32GB Video MP3 Player M3200 Rosa;MP4&MP3;Audio;Rosa;21/02/2018;1;627;Martin, Nicholas;Masculino;70000;Soltero;Entre 51 y 60 años;Tienda;Tienda Chicago;Estados Unidos
SV 8xDVD E100 Dorado;VCD & DVD;TV y Video;Dorado;21/02/2018;1;69;Edwards, Eric;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Litware Sistema Home Theater 2.1 Channel E212 Negro;Sistema Home Theater;TV y Video;Negro;21/02/2018;1;850;Brown, Samantha;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Litware Sistema Home Theater 7.1 Channel X711 Dorado;Sistema Home Theater;TV y Video;Dorado;21/02/2018;1;856;Brown, Samantha;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Litware Microwave 0.8CuFt E080 Rojo;Microondas;Electrodomésticos;Rojo;21/02/2018;1;94,99;Yang, Aaron;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
WWI Wall Lamp E215 Blanco;Lámparas;Electrodomésticos;Blanco;21/02/2018;1;119,99;Campbell, Timothy;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
Contoso Bright Light battery E20 Negro;Accesorios de Computadoras;Computadoras;Negro;21/02/2018;1;26,9;White, Christopher;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Contoso Rubberized Skin NegroBerry E100 Blanco;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Blanco;21/02/2018;1;14,99;Peterson, Xavier;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Contoso Rubberized Skin NegroBerry E100 Blanco;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Blanco;21/02/2018;1;14,99;Peterson, Xavier;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Contoso Rubberized Skin NegroBerry E100 Blanco;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Blanco;21/02/2018;1;14,99;Peterson, Xavier;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
NT Wireless Azultooth Stereo Audífonos E102 Blanco;Audífonos Azultooth;Audio;Blanco;21/02/2018;1;47,95;Howard, Brianna;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Los Angeles;Estados Unidos
Contoso Teléfono Tough Skin Case E140 Dorado;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Dorado;20/02/2018;1;23,72;Roberts, Julia;Femenino;80000;Casado;Entre 51 y 60 años;Tienda;Tienda Fortaleza;Brasil
Contoso 32GB Video MP3 Player M3200 Rojo;MP4&MP3;Audio;Rojo;20/02/2018;1;627;Martin, Nicholas;Masculino;70000;Soltero;Entre 51 y 60 años;Tienda;Tienda Chicago;Estados Unidos
SV 8xDVD E100 Dorado;VCD & DVD;TV y Video;Dorado;20/02/2018;1;69;Edwards, Eric;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Litware Sistema Home Theater 5.1 Channel M510 Negro;Sistema Home Theater;TV y Video;Negro;20/02/2018;1;850;Brown, Samantha;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Litware Sistema Home Theater 2.1 Channel E211 Dorado;Sistema Home Theater;TV y Video;Dorado;20/02/2018;1;850;Brown, Samantha;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Fabrikam Refrigerator 1.7CuFt E1200 Verde;Refrigeradores;Electrodomésticos;Verde;20/02/2018;3;129,99;Sanders, Mason;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Litware Microwave 0.8CuFt E080 Rojo;Microondas;Electrodomésticos;Rojo;20/02/2018;1;94,99;Yang, Aaron;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
WWI Wall Lamp E215 Blanco;Lámparas;Electrodomésticos;Blanco;20/02/2018;1;119,99;Campbell, Timothy;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
The Teléfono Company Smart phone Unlocked M300 Rosa;Teléfonos Inteligentes y PDAs;Teléfonos Móviles;Rosa;20/02/2018;54;267;Barnes, Elizabeth;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
A. Datum Slim Digital Camera M180 Verde;Cámaras Digitales;Cámaras y videocámaras;Verde;20/02/2018;3;148;Perry, Jennifer;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
The Teléfono Company Smart phone 8 GB of Memory M400 Negro;Teléfonos Inteligentes y PDAs;Teléfonos Móviles;Negro;20/02/2018;4;269;Morgan, Abigail;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Fabrikam Social Videographer 1/2'' 3mm E300 Blanco;Videocámaras;Cámaras y videocámaras;Blanco;20/02/2018;51;699;Nath, Yolanda;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
NT Wireless Azultooth Stereo Audífonos E102 Blanco;Audífonos Azultooth;Audio;Blanco;20/02/2018;1;47,95;Howard, Brianna;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Los Angeles;Estados Unidos
Contoso Teléfono Tough Skin Case E140 Dorado;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Dorado;19/02/2018;1;23,72;Roberts, Julia;Femenino;80000;Casado;Entre 51 y 60 años;Tienda;Tienda Fortaleza;Brasil
Contoso 16GB Mp5 Player M1600 Rojo;MP4&MP3;Audio;Rojo;19/02/2018;4;199,9;Posti, Juha-Pekka;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
SV 8xDVD E100 Dorado;VCD & DVD;TV y Video;Dorado;19/02/2018;1;69;Edwards, Eric;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Fabrikam Microwave 0.9CuFt E0900 Negro;Microondas;Electrodomésticos;Negro;19/02/2018;4;99,99;Prasad, Molly;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Litware Sistema Home Theater 2.1 Channel E210 Negro;Sistema Home Theater;TV y Video;Negro;19/02/2018;1;856;Brown, Samantha;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Litware Sistema Home Theater 2.1 Channel E210 Dorado;Sistema Home Theater;TV y Video;Dorado;19/02/2018;2;850;Brown, Samantha;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
"Fabrikam SLR Camera 35"" X358 Naranja";Cámaras digitales SLR;Cámaras y videocámaras;Naranja;19/02/2018;3;436,2;Brown, Samantha;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Fabrikam Refrigerator 1.7CuFt E1200 Verde;Refrigeradores;Electrodomésticos;Verde;19/02/2018;1;129,99;Sanders, Mason;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
Litware Microwave 0.8CuFt E080 Rojo;Microondas;Electrodomésticos;Rojo;19/02/2018;1;94,99;Yang, Aaron;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
NT Azultooth Stereo Audífonos E52 Azul;Audífonos Azultooth;Audio;Azul;19/02/2018;4;25,69;Rodriguez, Joshua;Masculino;60000;Casado;Mayor a 61 años;Tienda;Tienda Nueva York;Estados Unidos
The Teléfono Company Smart phone Unlocked M300 Rosa;Teléfonos Inteligentes y PDAs;Teléfonos Móviles;Rosa;19/02/2018;1;267;Barnes, Elizabeth;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Florida;Estados Unidos
WWI Projector 1080p LCD86 Blanco;Proyectores y pantallas;Computadoras;Blanco;19/02/2018;51;2295;Long, Caleb;Masculino;60000;Casado;Entre 41 y 50 años;Tienda;Tienda Florida;Estados Unidos
MGS Hand Games for kids E300 Rojo;Juegos en caja;Juegos y juguetes;Rojo;19/02/2018;54;2295;Long, Caleb;Masculino;60000;Casado;Entre 41 y 50 años;Tienda;Tienda Florida;Estados Unidos
MGS Hand Games for 12-16 boys E600 Rojo;Juegos en caja;Juegos y juguetes;Rojo;19/02/2018;51;2295;Long, Caleb;Masculino;60000;Casado;Entre 41 y 50 años;Tienda;Tienda Florida;Estados Unidos
A. Datum Slim Digital Camera M180 Verde;Cámaras Digitales;Cámaras y videocámaras;Verde;19/02/2018;2;148;Perry, Jennifer;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
The Teléfono Company Smart phone 8 GB of Memory M400 Negro;Teléfonos Inteligentes y PDAs;Teléfonos Móviles;Negro;19/02/2018;1;269;Morgan, Abigail;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
A. Datum CActivosumer Digital Camera M300 Dorado;Cámaras Digitales;Cámaras y videocámaras;Dorado;19/02/2018;51;184,5;Diaz, Brandon;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Fabrikam Social Videographer 2/3'' 17mm E100 Gris Plata;Videocámaras;Cámaras y videocámaras;Gris Plata;19/02/2018;51;699;Nath, Yolanda;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
Fabrikam Social Videographer 1'' 25mm E400 Blanco;Videocámaras;Cámaras y videocámaras;Blanco;19/02/2018;53;699;Nath, Yolanda;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Dallas;Estados Unidos
NT Wireless Azultooth Stereo Audífonos E102 Blanco;Audífonos Azultooth;Audio;Blanco;19/02/2018;1;47,95;Howard, Brianna;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Los Angeles;Estados Unidos
"Litware 14"" High Velocity Floor Fan E801 Rosa";Ventiladores;Electrodomésticos;Rosa;19/02/2018;1;889;Garcia, Brandon;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Los Angeles;Estados Unidos
Contoso Teléfono Tough Skin Case E140 Dorado;Accesorios de Teléfonos Móviles;Teléfonos Móviles;Dorado;18/02/2018;1;23,72;Roberts, Julia;Femenino;80000;Casado;Entre 51 y 60 años;Tienda;Tienda Fortaleza;Brasil
Contoso 16GB Mp5 Player M1600 Rojo;MP4&MP3;Audio;Rojo;18/02/2018;1;199,9;Posti, Juha-Pekka;Femenino;60000;Casado;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
SV 8xDVD E100 Dorado;VCD & DVD;TV y Video;Dorado;18/02/2018;1;69;Edwards, Eric;Masculino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
Fabrikam Microwave 0.9CuFt E0900 Negro;Microondas;Electrodomésticos;Negro;18/02/2018;1;99,99;Prasad, Molly;Femenino;60000;Soltero;Mayor a 61 años;Tienda;Tienda Chicago;Estados Unidos
